class,filename,lbp_mean,ratio_rg,mean_g,ratio_gb,edge_mean
beach,beach_001.jpg,4.74737548828125,0.946768240628336,0.4506107607086713,1.0325118018384862,70.61874371123614
beach,beach_002.jpg,4.6795654296875,0.9316933423367773,0.3856809550465118,1.2088470077381537,91.52073182917212
beach,beach_003.jpg,4.5616455078125,0.8849991017063711,0.4518241631822983,0.9887271064804892,52.16528017813621
beach,beach_004.jpg,4.6685791015625,1.0114058863046087,0.6147922257354259,1.1684556585591144,65.31996267114762
beach,beach_005.jpg,4.69598388671875,0.67243397947933,0.3623515178867716,1.0412222487687557,44.94971972360514
beach,beach_006.jpg,4.71319580078125,1.0546104846140456,0.6993250370089368,1.192721761747741,23.919303159309614
beach,beach_007.jpg,4.72894287109375,1.0254376851088611,0.518672898958092,1.1385562553967927,64.05595363919328
beach,beach_008.jpg,4.607666015625,0.8481564466341951,0.3745942292774092,1.0525486319348782,45.2679145105934
beach,beach_009.jpg,4.47576904296875,0.8674549030035755,0.4844561932980647,0.9724784538596316,42.41379931575111
beach,beach_010.jpg,4.48663330078125,1.0671459754304704,0.6438949440916442,1.263720739873265,45.09009646322888
beach,beach_011.jpg,4.5511474609375,1.0369493430905812,0.4792222034987081,1.2884899305619055,44.01608439716712
beach,beach_012.jpg,4.7271728515625,0.948258927831812,0.5326153574105741,1.1897195453257343,63.60656538211088
beach,beach_013.jpg,4.5982666015625,0.8634339863834399,0.3707813943325764,1.0323525637168256,75.67722499860389
beach,beach_014.jpg,4.7596435546875,0.7723709482098953,0.4600040101747598,1.0870574516708664,71.90368556580015
beach,beach_015.jpg,4.7713623046875,0.8494710454527525,0.6129668325850168,1.089354223581088,48.66569472659387
beach,beach_016.jpg,4.76116943359375,0.9063941399011768,0.5728342995952653,1.198990704512236,65.38736293154282
beach,beach_017.jpg,4.85577392578125,0.8864602809715089,0.4486195380451265,1.1241516901661204,93.1429396106989
beach,beach_018.jpg,4.7852783203125,0.8902835602690954,0.345790020647522,1.0043335036463852,80.07741882121547
beach,beach_019.jpg,4.621337890625,0.7236101274527978,0.1993395724686468,0.8349096053848876,40.02429428800815
beach,beach_020.jpg,4.5650634765625,1.0281509703137788,0.5810725894406068,1.160913080869228,55.28591585515153
beach,beach_021.jpg,4.67626953125,0.6909927256299473,0.4730618812091491,0.9805302921749484,29.417709536626127
beach,beach_022.jpg,4.5244140625,0.9255009359049544,0.4520344579202295,1.1509517421071669,75.34897080003826
beach,beach_023.jpg,4.4906005859375,0.7451730205690386,0.4924921470431823,0.9549702857321316,52.16540945463908
beach,beach_024.jpg,4.73760986328125,0.7429930482050808,0.3960844680555526,1.052435006227303,79.63810355947889
beach,beach_025.jpg,4.739990234375,0.8616345333907494,0.4364845812187972,1.0746728974463862,67.55612629779196
beach,beach_026.jpg,4.6658935546875,0.9170055850190524,0.6899215801388252,1.0323269732666662,54.63725927586276
beach,beach_027.jpg,4.79058837890625,0.9367857105838084,0.5069311401817004,1.2780000276282515,72.10656602604963
beach,beach_028.jpg,4.666748046875,0.9969740109582964,0.5889255623929989,1.1415346628035894,60.10714852357527
beach,beach_029.jpg,4.7244873046875,0.9064462003549332,0.2326062894593171,1.027479887669084,41.57905249104528
beach,beach_030.jpg,4.6142578125,0.8930345658220957,0.4009351027760252,1.1080381683610785,65.76215650289971
beach,beach_031.jpg,4.6094970703125,0.7325400280887914,0.3501999735746427,0.9471140085610992,67.68680010684189
beach,beach_032.jpg,4.5767822265625,0.9821603041525554,0.3375058286311169,1.3716106503722825,46.0514137100428
beach,beach_033.jpg,4.59234619140625,0.8846774493808142,0.5101518257107127,0.9802343693971926,39.91669648233614
beach,beach_034.jpg,4.5364990234375,1.0704048179130152,0.4834199784618923,1.129526766150681,30.81457030644124
beach,beach_035.jpg,4.54669189453125,1.007495382962877,0.3569378924193386,1.1826621831467912,64.33627434164862
beach,beach_036.jpg,4.6607666015625,0.9359385876079794,0.4905296180667281,1.111105709620504,61.00305530758365
beach,beach_037.jpg,4.70819091796875,0.9854817201085964,0.5591950383158104,1.1815950554837598,56.2206702076054
beach,beach_038.jpg,4.51446533203125,0.8214710086933328,0.3103422915909841,0.8436498931370694,41.47692974034461
beach,beach_039.jpg,4.74884033203125,1.1148640011296551,0.5827912452259527,1.2571562418177709,48.29548500925971
beach,beach_040.jpg,4.5400390625,0.8652870822204848,0.3966333555287235,0.9268050957364408,79.73375760131565
beach,beach_041.jpg,4.64605712890625,0.824354195487597,0.4198382669799374,1.0613333824051092,42.41940437086535
beach,beach_042.jpg,4.59625244140625,1.0508629453583855,0.572664518416274,1.1514535551039682,83.00951926771869
beach,beach_043.jpg,4.5880126953125,0.944906842773941,0.505968287557123,1.0174496057337346,119.93940827473608
beach,beach_044.jpg,4.79736328125,0.8838555818466824,0.3057475113555825,0.9807648288197076,61.694210310757306
beach,beach_045.jpg,4.5484619140625,0.9044195586199394,0.395248078771972,0.982053380230312,48.94005586554789
beach,beach_046.jpg,4.7510986328125,1.051925540195872,0.3606615019445129,1.132626011602923,66.06899674679237
beach,beach_047.jpg,4.55615234375,1.0614958153743468,0.4830633181599192,1.174133832447971,26.80624770935698
beach,beach_048.jpg,4.55096435546875,0.8775780566836602,0.3445019103063881,0.8768249049236008,70.65761585830414
beach,beach_049.jpg,4.7445068359375,0.9409136175241796,0.6203216463493546,1.1268453141441277,68.23605854517564
beach,beach_050.jpg,4.669677734375,1.0038632425992986,0.5013152492077766,1.2005183178245815,87.55053417049932
beach,beach_051.jpg,4.70855712890625,0.94196135163404,0.5109032388082603,0.9896308878854636,60.39136605498724
beach,beach_052.jpg,4.67864990234375,1.1014710837933794,0.5367600364197163,1.1509197178598698,37.59292668415218
beach,beach_053.jpg,4.80499267578125,0.9495473203620376,0.4719997015693347,1.0310262691624164,73.27658511278048
beach,beach_054.jpg,4.830322265625,0.9208898214536853,0.4481238391406653,1.2132700930407256,53.45395275689204
beach,beach_055.jpg,4.700927734375,1.0716164330445035,0.5107596522956772,1.1694035894640316,27.102528824766317
beach,beach_056.jpg,4.66973876953125,1.0702297033348511,0.2922413433344425,1.1250931589430688,40.55534279962746
beach,beach_057.jpg,4.82733154296875,0.6659635821088336,0.381253957676251,0.958537415140854,44.05470992558652
beach,beach_058.jpg,4.68658447265625,0.955475091991536,0.4852522579424045,1.1468156946614452,18.11692121085051
beach,beach_059.jpg,4.69354248046875,0.9455388290869552,0.4376230506373102,1.019654157068804,73.56525484432589
beach,beach_060.jpg,4.52020263671875,0.7015140896038071,0.3566988849372178,0.9954015796161768,27.491908812750584
beach,beach_061.jpg,4.62237548828125,1.056539240718955,0.5057930470695263,1.1964010353816217,40.102529430957205
beach,beach_062.jpg,4.7039794921875,0.9244238040296678,0.4355566552610188,1.1347614165093225,83.84975366934117
