class,filename,mean_g,ratio_rg,ratio_gb,kmeans_cluster,dbscan_cluster,agg_cluster,meanshift_cluster
beach,beach_001.jpg,114.90446472167967,0.9467889171995746,1.0325351981267945,9,0,0,0
beach,beach_002.jpg,98.34918212890624,0.93171815694469,1.2088830085493112,7,0,2,0
beach,beach_003.jpg,115.21453857421876,0.8850170739130425,0.9887497706133532,2,0,0,0
beach,beach_004.jpg,156.7730712890625,1.0114222443961345,1.168476470945231,6,0,0,1
beach,beach_005.jpg,92.39964294433594,0.6724520752944566,1.041251874287936,8,0,1,5
beach,beach_006.jpg,178.32708740234375,1.0546256379259056,1.1927431437856864,0,0,7,1
beach,beach_007.jpg,132.26016235351562,1.0254574721430174,1.1385809070814468,6,0,0,0
beach,beach_008.jpg,95.52110290527344,0.8481783104597156,1.05257756033804,2,0,1,0
beach,beach_009.jpg,123.53634643554688,0.8674727975067714,0.9724979303582048,2,0,0,0
beach,beach_010.jpg,164.19384765625,1.067161846303184,1.263744610661472,0,0,7,1
beach,beach_011.jpg,122.202392578125,1.036970288199562,1.288524280220281,6,0,2,1
beach,beach_012.jpg,135.8167724609375,0.9482759898268406,1.1897450483855412,6,0,0,0
beach,beach_013.jpg,94.5471649169922,0.8634531334757779,1.032382885676823,2,0,1,0
beach,beach_014.jpg,117.2998504638672,0.7723859916344676,1.087084300364536,2,0,1,0
beach,beach_015.jpg,156.30726623535156,0.8494855785063473,1.0893729951759212,2,0,0,0
beach,beach_016.jpg,146.0738983154297,0.9064107042008738,1.199013421625126,6,0,0,0
beach,beach_017.jpg,114.39781188964844,0.8864799633243843,1.1241796413291476,2,0,2,0
beach,beach_018.jpg,88.17813110351562,0.8903107952295489,1.00436383505806,9,0,1,0
beach,beach_019.jpg,50.8311767578125,0.7236450598305912,0.834942164805883,8,0,1,5
beach,beach_020.jpg,148.17359924316406,1.0281687401871784,1.1609349498173749,6,0,0,1
beach,beach_021.jpg,120.63145446777344,0.6910085728164367,0.9805511358047484,2,0,1,0
beach,beach_022.jpg,115.26911926269533,0.9255210516440584,1.1509808340958825,6,0,2,0
beach,beach_023.jpg,125.58401489257812,0.7451855808974498,0.9549878442253252,2,0,1,0
beach,beach_024.jpg,101.0010986328125,0.7430111749109858,1.0524633629337177,2,0,1,0
beach,beach_025.jpg,111.30201721191406,0.8616522371553402,1.074699617664991,2,0,1,0
beach,beach_026.jpg,175.92640686035156,0.9170175183482075,1.032342826404149,2,0,0,1
beach,beach_027.jpg,129.26644897460938,0.9368030555312356,1.2780343245491672,6,0,2,0
beach,beach_028.jpg,150.17420959472656,0.9969912412120464,1.141558474689364,6,0,0,1
beach,beach_029.jpg,59.31547546386719,0.9064863304636762,1.0275243655786013,3,0,1,0
beach,beach_030.jpg,102.23829650878906,0.8930552719035398,1.1080699201422397,7,0,2,0
beach,beach_031.jpg,89.30262756347656,0.7325671789695261,0.9471407901721643,8,0,1,0
beach,beach_032.jpg,86.06327819824219,0.9821884192423974,1.3716688848477656,1,0,6,2
beach,beach_033.jpg,130.0890655517578,0.8846950185198472,0.9802532450259596,2,0,0,0
beach,beach_034.jpg,123.26954650878906,1.0704283900035625,1.1295564515531429,6,0,2,0
beach,beach_035.jpg,91.01840209960938,1.0075217896232578,1.1827052897135963,7,0,2,0
beach,beach_036.jpg,125.08425903320312,0.9359572791156934,1.111132067047072,6,0,0,0
beach,beach_037.jpg,142.59463500976562,0.9854991485514282,1.18161949952544,6,0,0,1
beach,beach_038.jpg,79.13580322265625,0.8214922903023484,0.8436696911807358,8,0,1,0
beach,beach_039.jpg,148.61129760742188,1.1148835059844555,1.2571843005901515,0,0,7,1
beach,beach_040.jpg,101.14207458496094,0.8653098430010139,0.9268269086370337,2,0,0,0
beach,beach_041.jpg,107.05776977539062,0.8243719635702134,1.0613604881235073,2,0,1,0
beach,beach_042.jpg,146.03030395507812,1.0508809820373026,1.1514751077533678,6,0,0,1
beach,beach_043.jpg,129.02432250976562,0.9449276196509678,1.017469753904616,2,0,0,0
beach,beach_044.jpg,77.96565246582031,0.8838827751091893,0.9807976088006258,3,0,1,0
beach,beach_045.jpg,100.7877197265625,0.9044417581091948,0.9820774847631778,9,0,0,0
beach,beach_046.jpg,91.96914672851562,1.0519527533256643,1.132661472189859,7,0,2,0
beach,beach_047.jpg,123.18098449707033,1.0615178105514325,1.174162600769414,6,0,2,0
beach,beach_048.jpg,87.84687805175781,0.8776023456214277,0.8768460139302444,9,0,1,0
beach,beach_049.jpg,158.18214416503906,0.9409290278516635,1.1268652879755046,6,0,0,1
beach,beach_050.jpg,127.83404541015624,1.0038842663019547,1.200548161855472,6,0,2,0
beach,beach_051.jpg,130.27784729003906,0.9419787938991452,0.9896498463893452,2,0,0,0
beach,beach_052.jpg,136.87271118164062,1.1014916548358409,1.150945625958233,6,0,2,1
beach,beach_053.jpg,120.35675048828124,0.9495660810746318,1.0310494339980911,9,0,0,0
beach,beach_054.jpg,114.27334594726562,0.9209117131874032,1.213298918783266,6,0,2,0
beach,beach_055.jpg,130.2443389892578,1.0716367490831895,1.169429420020013,6,0,2,1
beach,beach_056.jpg,74.52204895019531,1.0702647299658257,1.1251384889885545,7,0,2,0
beach,beach_057.jpg,97.22000122070312,0.6659815587981821,0.9585620254488998,8,0,1,5
beach,beach_058.jpg,123.73985290527344,0.9554949862359744,1.1468417357799454,6,0,0,0
beach,beach_059.jpg,111.59230041503906,0.945558788516038,1.0196788827349996,9,0,0,0
beach,beach_060.jpg,90.95846557617188,0.7015344166052522,0.9954282428295737,8,0,1,5
beach,beach_061.jpg,128.97682189941406,1.0565600990902555,1.1964300856884122,6,0,2,1
beach,beach_062.jpg,111.06666564941406,0.9244441810854112,1.1347926616571495,6,0,2,0
beach,beach_063.jpg,154.0254364013672,0.9909871460529864,1.1129816305179026,6,0,0,1
beach,beach_064.jpg,123.45338439941406,0.9990797200423446,1.1800867049493613,6,0,2,0
beach,beach_065.jpg,112.05818176269533,0.8830387108240643,1.1369563316657876,6,0,2,0
beach,beach_066.jpg,141.33294677734375,0.9577286883807308,1.1184421288879831,6,0,0,0
beach,beach_067.jpg,143.4355926513672,0.9448968219012924,1.235286976919971,6,0,0,1
beach,beach_068.jpg,125.09774780273438,0.9959749916359144,1.212487501981278,6,0,2,0
beach,beach_069.jpg,94.39100646972656,0.6970884690203492,0.8651457547663477,8,0,1,0
beach,beach_070.jpg,161.4121551513672,0.8539155122249648,1.0793409224417472,2,0,0,0
beach,beach_071.jpg,139.7017822265625,1.020954662741063,1.2108695962585956,6,0,0,1
beach,beach_072.jpg,133.7093048095703,0.9502913492358024,1.1279574751402406,6,0,0,0
beach,beach_073.jpg,124.50128173828124,0.8772226035985607,0.9785586946049156,2,0,0,0
beach,beach_074.jpg,143.6215057373047,0.9569825410591648,1.122504312899882,6,0,0,0
beach,beach_075.jpg,128.15431213378906,0.8774546058800321,0.9830328839204888,2,0,0,0
