class,filename,mean_g,ratio_rg,ratio_gb,var_r
beach,beach_001.jpg,114.90446472167967,0.9467889171995746,1.0325351981267945,3334.652887761593
beach,beach_002.jpg,98.34918212890624,0.93171815694469,1.2088830085493112,2512.2371522150934
beach,beach_003.jpg,115.21453857421876,0.8850170739130425,0.9887497706133532,3365.3201743939426
beach,beach_004.jpg,156.7730712890625,1.0114222443961345,1.168476470945231,2939.025320317596
beach,beach_005.jpg,92.39964294433594,0.6724520752944566,1.041251874287936,917.1949353776872
beach,beach_006.jpg,178.32708740234375,1.0546256379259056,1.1927431437856864,1940.264068960212
beach,beach_007.jpg,132.26016235351562,1.0254574721430174,1.1385809070814468,1488.1898794246372
beach,beach_008.jpg,95.52110290527344,0.8481783104597156,1.05257756033804,1696.6991500889417
beach,beach_009.jpg,123.53634643554688,0.8674727975067714,0.9724979303582048,1720.402070865035
beach,beach_010.jpg,164.19384765625,1.067161846303184,1.263744610661472,3023.6181636077818
beach,beach_011.jpg,122.202392578125,1.036970288199562,1.288524280220281,3017.0344320365693
beach,beach_012.jpg,135.8167724609375,0.9482759898268406,1.1897450483855412,2475.19183390378
beach,beach_013.jpg,94.5471649169922,0.8634531334757779,1.032382885676823,2449.3962246244773
beach,beach_014.jpg,117.2998504638672,0.7723859916344676,1.087084300364536,2379.2714007757604
beach,beach_015.jpg,156.30726623535156,0.8494855785063473,1.0893729951759212,1711.2720554021653
beach,beach_016.jpg,146.0738983154297,0.9064107042008738,1.199013421625126,1547.4649778455496
beach,beach_017.jpg,114.39781188964844,0.8864799633243843,1.1241796413291476,2598.050312459469
beach,beach_018.jpg,88.17813110351562,0.8903107952295489,1.00436383505806,2991.5242260610685
beach,beach_019.jpg,50.8311767578125,0.7236450598305912,0.834942164805883,601.0291733869817
beach,beach_020.jpg,148.17359924316406,1.0281687401871784,1.1609349498173749,1913.855214562267
beach,beach_021.jpg,120.63145446777344,0.6910085728164367,0.9805511358047484,437.32713156729005
beach,beach_022.jpg,115.26911926269533,0.9255210516440584,1.1509808340958825,2957.205125042936
beach,beach_023.jpg,125.58401489257812,0.7451855808974498,0.9549878442253252,3264.2619950985536
beach,beach_024.jpg,101.0010986328125,0.7430111749109858,1.0524633629337177,2238.9471675148234
beach,beach_025.jpg,111.30201721191406,0.8616522371553402,1.074699617664991,3341.6866835223045
beach,beach_026.jpg,175.92640686035156,0.9170175183482075,1.032342826404149,1842.668034284376
