class,filename,lbp_energy,glcm_contrast,entropy,hog_mean
beach,beach_001.jpg,41702770,251.40895669291336,7.545930221344948,0.1483897186958107
beach,beach_002.jpg,41216812,277.1461614173229,7.262248964607392,0.1463294962538092
beach,beach_003.jpg,29892632,154.9891732283465,7.334712917219146,0.1426902335209755
beach,beach_004.jpg,37138700,223.62063238188975,7.501687337127491,0.1484048765955574
beach,beach_005.jpg,40008364,76.88047490157479,6.381931546180331,0.1539440858942679
beach,beach_006.jpg,29554126,35.479146161417326,6.368491492533879,0.1416043318414038
beach,beach_007.jpg,45627204,216.5145792322835,6.796721991414623,0.1396185861011661
beach,beach_008.jpg,35027318,151.58618356299212,6.591313519273633,0.1449589066919326
beach,beach_009.jpg,27232764,66.90889517716535,7.100829943999528,0.1394577588847425
beach,beach_010.jpg,29633562,82.88502706692915,6.784876703562761,0.1397825221299344
beach,beach_011.jpg,33248630,109.46216781496064,7.039764567785375,0.1414596114680436
beach,beach_012.jpg,39908814,155.54478346456702,7.55194542528414,0.1475850947757536
beach,beach_013.jpg,32389402,218.1397022637796,7.264926917969138,0.1454960227146952
beach,beach_014.jpg,49359292,139.1390871062992,7.564394317852192,0.1421504427481783
beach,beach_015.jpg,42912714,96.69906496062993,7.333167519046049,0.1499812146331437
beach,beach_016.jpg,47607926,268.0191929133858,6.965012440814099,0.1521792715478482
beach,beach_017.jpg,48623020,350.67698080708664,7.199705119061987,0.1573654052324041
beach,beach_018.jpg,45811876,244.36767962598424,7.208860797436632,0.1558603676924678
beach,beach_019.jpg,29552062,102.11878690944884,5.752714377800951,0.1419276608336319
beach,beach_020.jpg,30622422,158.43054872047247,7.604906455704057,0.1398500028593555
beach,beach_021.jpg,41050592,50.509165846456696,5.777848458911327,0.1507994215788148
beach,beach_022.jpg,28304238,246.92365895669295,7.609109333031076,0.1440626921773828
beach,beach_023.jpg,27921112,109.16178641732284,7.1860286303320695,0.1463751697984355
beach,beach_024.jpg,42170394,187.56625246062995,6.907631717656747,0.1505696162544088
beach,beach_025.jpg,39948626,181.4054502952756,7.29462642959197,0.1498576766298387
beach,beach_026.jpg,39158474,171.3784448818898,7.449323169712597,0.1486766610787438
beach,beach_027.jpg,45064222,169.51058070866142,7.270401933231604,0.1531137184749158
beach,beach_028.jpg,37700528,197.91289370078735,7.547332967047412,0.1465811091136394
beach,beach_029.jpg,43347768,85.54466043307089,6.332513009798545,0.1482392958607876
beach,beach_030.jpg,33535548,227.4916338582677,7.126193334213341,0.1371410329313828
beach,beach_031.jpg,36342262,220.4195374015748,7.151134607989219,0.1499563984157332
beach,beach_032.jpg,30778984,112.7874630905512,7.282210589635868,0.1455522748339482
beach,beach_033.jpg,37205698,55.94998769685039,6.819964682428646,0.1481584109320786
beach,beach_034.jpg,32224132,20.955216535433077,7.357860457752386,0.1386485606508179
beach,beach_035.jpg,31384370,217.31231545275588,7.03738677227012,0.1480695502931411
beach,beach_036.jpg,41147284,147.50978100393706,7.332164232076513,0.1459928837114466
beach,beach_037.jpg,40354322,101.4964320866142,7.526285135592785,0.1454612459291523
beach,beach_038.jpg,27610516,63.84584153543307,6.931729912902847,0.1372873730658296
beach,beach_039.jpg,43906222,282.9945250984252,7.2537230380797535,0.1469490680313392
beach,beach_040.jpg,32122690,144.49464812992125,7.179743019490832,0.1569923635458451
beach,beach_041.jpg,37962714,80.32763287401575,7.086255622892503,0.1493942466393653
beach,beach_042.jpg,34744882,301.26168799212604,7.374532063083126,0.1499818139380375
beach,beach_043.jpg,32091336,670.5896899606299,7.3064665898792756,0.1332707971360851
beach,beach_044.jpg,45027416,240.41461614173232,6.469651234038217,0.1539037957035789
beach,beach_045.jpg,31674520,81.10340797244096,7.131866707381009,0.1450311234909689
beach,beach_046.jpg,40623786,220.86484990157484,7.229529846726579,0.1503121926308927
beach,beach_047.jpg,31823102,16.936392716535437,7.030209348945623,0.1367990719570004
beach,beach_048.jpg,29142618,251.7530142716536,6.71030632111215,0.1413732911324362
beach,beach_049.jpg,39810810,253.47914616141733,7.194395687794601,0.1517274242091881
beach,beach_050.jpg,38251098,311.812438484252,7.51872384171845,0.1460396928601563
beach,beach_051.jpg,39375576,198.78155757874015,7.64651205241003,0.1508298467546118
beach,beach_052.jpg,40373266,30.71592027559055,7.552464162377283,0.1498938682460446
beach,beach_053.jpg,43698442,214.0454601377953,7.539915883814803,0.1493355070290357
beach,beach_054.jpg,49329482,187.2963828740158,7.083179202304793,0.1520156410727257
beach,beach_055.jpg,38189450,54.09676427165354,6.836873056271937,0.1458489997824715
beach,beach_056.jpg,41418080,108.57978592519687,6.954686013974953,0.1510029054256838
beach,beach_057.jpg,49425410,157.81453001968504,6.367751610366198,0.1463519434510635
beach,beach_058.jpg,39095284,14.464566929133856,7.209724033427878,0.1516863966486092
beach,beach_059.jpg,39793768,346.17753444881885,7.0819667763795735,0.1471521289126921
beach,beach_060.jpg,31954596,19.550565944881885,6.787882619489891,0.14578694559625
beach,beach_061.jpg,35205632,71.27546751968507,7.345334747403172,0.1400643895812809
beach,beach_062.jpg,42141812,205.85814468503935,7.22294325258092,0.1470581511427516
beach,beach_063.jpg,31542174,146.4779773622047,7.135351930735892,0.1352702751103504
beach,beach_064.jpg,42668194,199.26654773622053,7.482049039282301,0.1459407145253722
beach,beach_065.jpg,25235860,101.75633612204724,7.409068896569792,0.1331160499034378
beach,beach_066.jpg,37579960,161.91289370078744,7.418947990736513,0.1504062601790472
beach,beach_067.jpg,33671618,178.40268208661422,7.654398094502411,0.1384328303536879
beach,beach_068.jpg,36404696,103.900406003937,6.989221836410357,0.1391711689986385
beach,beach_069.jpg,32179936,81.97810039370079,7.041255556912012,0.1417623367331546
beach,beach_070.jpg,46146844,234.51494832677164,6.990278460219721,0.1497801881981397
beach,beach_071.jpg,39210270,172.90280511811025,7.362387497199283,0.142279723548152
beach,beach_072.jpg,40130084,138.29761318897638,7.098620185732887,0.1487591852720877
beach,beach_073.jpg,30088778,480.7315452755905,7.262173355372079,0.1418535238116844
beach,beach_074.jpg,42116018,245.11515748031496,7.579139350082281,0.1487856913723134
beach,beach_075.jpg,42680666,167.2476624015748,7.341432141056186,0.1450679583582911
beach,beach_076.jpg,32833330,31.612204724409448,7.712138470679053,0.1485683965312172
beach,beach_077.jpg,37804424,281.2042322834646,7.302615319644055,0.1336015711200573
beach,beach_078.jpg,43268010,131.72551673228347,7.107296049364969,0.143001728537071
beach,beach_079.jpg,48209114,533.8184055118112,7.6988465081066355,0.1598942415941161
beach,beach_080.jpg,29131046,64.90034448818898,7.1422914480970165,0.1419773408473555
beach,beach_081.jpg,30104084,194.95798474409452,7.324192919894298,0.1468274727853697
beach,beach_082.jpg,29311282,74.5687746062992,6.8408762537314285,0.1415226886689987
beach,beach_083.jpg,34137980,255.59996309055123,7.00616845928193,0.1475120390731295
beach,beach_084.jpg,32437984,220.4599532480315,6.695967080807063,0.147360956406238
beach,beach_085.jpg,43661304,160.93989911417324,7.166388430025923,0.144181884141453
beach,beach_086.jpg,33983756,182.20570866141736,6.82801674769089,0.1365834159050781
beach,beach_087.jpg,44429106,184.16283218503935,6.778718067204585,0.1440512038681544
beach,beach_088.jpg,34825594,259.81539124015745,7.54589860062724,0.1543397159910121
beach,beach_089.jpg,31659908,186.10180856299215,7.354100837836825,0.1357867607903504
beach,beach_090.jpg,43766302,144.72453248031496,7.334061187010832,0.1488777490104669
beach,beach_091.jpg,38298682,57.863681102362186,6.787172559728992,0.1436324777349104
beach,beach_092.jpg,39318008,155.56262303149606,7.587442892666094,0.149882479981085
beach,beach_093.jpg,28052800,95.21899606299216,7.27471330093511,0.1390459795840604
beach,beach_094.jpg,29642082,284.71401328740166,6.84968292203606,0.1419132829401942
beach,beach_095.jpg,33705844,127.5068282480315,6.877918636590044,0.1524965185882854
beach,beach_096.jpg,40965150,297.41855314960634,7.67613833971337,0.1515374900897537
beach,beach_097.jpg,37957234,166.29324557086613,7.433631707477833,0.1454777769886379
beach,beach_098.jpg,29559318,122.4117249015748,7.429314484120354,0.1457465678362098
beach,beach_099.jpg,28367194,76.65274360236221,6.743941558837205,0.1473816099956842
beach,beach_100.jpg,56272734,300.3041338582678,6.888086893007412,0.1582166545144011
beach,beach_101.jpg,38703326,206.25658218503932,7.301638905550473,0.1522432506429972
beach,beach_102.jpg,38103420,197.1111589566929,7.191882892788051,0.1545918656742525
beach,beach_103.jpg,40081840,119.48609744094485,7.159590175618383,0.1477803233328306
beach,beach_104.jpg,34224096,318.93048720472444,7.5858041965308125,0.1516464526111004
beach,beach_105.jpg,42231946,250.14351624015745,7.487076662012658,0.1513256676348934
beach,beach_106.jpg,51725440,65.74969242125984,7.534024830988791,0.1558638140754442
beach,beach_107.jpg,47014124,54.523683562992126,6.444135728062262,0.1415006448490406
beach,beach_108.jpg,30309124,69.79176919291339,7.101699454176647,0.1389592963650405
beach,beach_109.jpg,33096306,122.1578494094488,7.272487537399206,0.1410659759034752
beach,beach_110.jpg,28017124,73.02349901574804,7.548831978764096,0.1404605462789702
beach,beach_111.jpg,35505418,226.6721210629921,7.36719913920389,0.1475710481491018
beach,beach_112.jpg,42593828,111.45983021653544,7.153584271768407,0.1510046493041007
beach,beach_113.jpg,33609292,151.7763902559055,7.539589775592482,0.1422134589065792
beach,beach_114.jpg,41368116,76.12850639763778,6.658330925204574,0.153339048615485
beach,beach_115.jpg,45892416,176.7213951771654,6.766491340941848,0.1417466959186528
beach,beach_116.jpg,43287324,480.5068897637795,7.637285620975515,0.14623962149758
beach,beach_117.jpg,36174600,28.873400590551185,7.468841239567649,0.1500263881981621
beach,beach_118.jpg,25134782,214.7111220472441,7.059168354036255,0.1350247188587372
beach,beach_119.jpg,32435200,308.343688484252,6.825252468660786,0.1461800528775463
beach,beach_120.jpg,33067682,73.7775590551181,7.178053192374227,0.1509382465671017
beach,beach_121.jpg,29243876,179.73843503937013,6.965897136716621,0.1422939753723739
beach,beach_122.jpg,34759220,14.262180118110232,7.070394200314415,0.1524510100693902
beach,beach_123.jpg,36756112,66.60820620078741,6.717476089677096,0.1512516149833326
beach,beach_124.jpg,42739478,220.7554133858268,7.2524805279893405,0.1354068248782561
beach,beach_125.jpg,35530980,65.04865895669293,6.505655607407558,0.1402992617698948
beach,beach_126.jpg,44503516,367.2001722440944,7.515146055378985,0.1543406160313974
beach,beach_127.jpg,41993952,150.43374753937007,6.703212016441413,0.1367441756804064
beach,beach_128.jpg,47696662,267.78334153543307,7.0210973911198575,0.1490309580432027
beach,beach_129.jpg,37636270,153.46499753937007,5.901623996134666,0.1423312456998221
beach,beach_130.jpg,35004980,144.71961122047242,6.135390416154669,0.1477811608688367
beach,beach_131.jpg,35137004,25.87432332677165,7.598508745840988,0.1438764642430869
beach,beach_132.jpg,48090870,298.6419168307087,7.531783987905699,0.1489240694928278
beach,beach_133.jpg,38956254,199.21813484251976,7.590717633789794,0.1463897779613177
beach,beach_134.jpg,43813048,287.1882381889764,7.36759958996534,0.1509378453493252
beach,beach_135.jpg,45724544,304.1784571850393,7.434851909589513,0.1528784377227192
beach,beach_136.jpg,32055758,190.89653051181105,7.713516380141014,0.1523053582831099
